REGION TYPE,REGION,YEAR,WEEK,% WEIGHTED ILI,%UNWEIGHTED ILI,AGE 0-4,AGE 25-49,AGE 25-64,AGE 5-24,AGE 50-64,AGE 65,ILITOTAL,NUM. OF PROVIDERS,TOTAL PATIENTS
States,Pennsylvania,2021,33,X,1.04947,X,X,X,X,X,X,677,94,64509
States,Pennsylvania,2021,34,X,1.20839,X,X,X,X,X,X,804,93,66535
States,Pennsylvania,2021,35,X,1.33485,X,X,X,X,X,X,890,96,66674
States,Pennsylvania,2021,36,X,1.72687,X,X,X,X,X,X,1349,106,78118
States,Pennsylvania,2021,37,X,1.73827,X,X,X,X,X,X,1404,106,80770
States,Pennsylvania,2021,38,X,1.64311,X,X,X,X,X,X,1217,101,74067
States,Pennsylvania,2021,39,X,1.59999,X,X,X,X,X,X,1169,100,73063
States,Pennsylvania,2021,40,X,1.59767,X,X,X,X,X,X,1203,102,75297
States,Pennsylvania,2021,41,X,1.46971,X,X,X,X,X,X,1083,102,73688
States,Pennsylvania,2021,42,X,1.62744,X,X,X,X,X,X,446,46,27405
States,Pennsylvania,2021,43,X,1.35388,X,X,X,X,X,X,947,101,69947
States,Pennsylvania,2021,44,X,1.46588,X,X,X,X,X,X,994,101,67809
States,Pennsylvania,2021,45,X,1.80583,X,X,X,X,X,X,1257,97,69608
States,Pennsylvania,2021,46,X,2.03356,X,X,X,X,X,X,1396,97,68648
States,Pennsylvania,2021,47,X,1.8719,X,X,X,X,X,X,1181,97,63091
States,Pennsylvania,2021,48,X,2.01044,X,X,X,X,X,X,1410,97,70134
States,Pennsylvania,2021,49,X,2.14058,X,X,X,X,X,X,1470,101,68673
States,Pennsylvania,2021,50,X,2.27522,X,X,X,X,X,X,1534,101,67422
States,Pennsylvania,2021,51,X,2.72487,X,X,X,X,X,X,1781,99,65361
States,Pennsylvania,2021,52,X,3.74898,X,X,X,X,X,X,2852,100,76074
States,Pennsylvania,2022,1,X,3.06365,X,X,X,X,X,X,2149,99,70145
States,Pennsylvania,2022,2,X,1.97116,X,X,X,X,X,X,1226,100,62197
States,Pennsylvania,2022,3,X,1.448,X,X,X,X,X,X,823,98,56837
States,Pennsylvania,2022,4,X,1.09395,X,X,X,X,X,X,612,98,55944
States,Pennsylvania,2022,5,X,0.874695,X,X,X,X,X,X,473,97,54076
States,Pennsylvania,2022,6,X,0.806927,X,X,X,X,X,X,493,99,61096
States,Pennsylvania,2022,7,X,0.82195,X,X,X,X,X,X,491,99,59736
States,Pennsylvania,2022,8,X,0.775891,X,X,X,X,X,X,466,99,60060
States,Pennsylvania,2022,9,X,0.905336,X,X,X,X,X,X,559,99,61745
States,Pennsylvania,2022,10,X,0.914976,X,X,X,X,X,X,547,100,59783
States,Pennsylvania,2022,11,X,0.962161,X,X,X,X,X,X,609,98,63295
States,Pennsylvania,2022,12,X,1.06257,X,X,X,X,X,X,681,98,64090
States,Pennsylvania,2022,13,X,1.24891,X,X,X,X,X,X,790,98,63255
States,Pennsylvania,2022,14,X,1.24545,X,X,X,X,X,X,811,97,65117
States,Pennsylvania,2022,15,X,1.25015,X,X,X,X,X,X,810,97,64792
States,Pennsylvania,2022,16,X,1.28955,X,X,X,X,X,X,833,97,64596
States,Pennsylvania,2022,17,X,1.2645,X,X,X,X,X,X,844,97,66746
States,Pennsylvania,2022,18,X,1.32932,X,X,X,X,X,X,892,97,67102
States,Pennsylvania,2022,19,X,1.32942,X,X,X,X,X,X,905,97,68075
States,Pennsylvania,2022,20,X,1.24648,X,X,X,X,X,X,858,95,68834
States,Pennsylvania,2022,21,X,1.15085,X,X,X,X,X,X,781,95,67863
States,Pennsylvania,2022,22,X,1.07983,X,X,X,X,X,X,721,96,66770
States,Pennsylvania,2022,23,X,0.979933,X,X,X,X,X,X,649,95,66229
States,Pennsylvania,2022,24,X,0.845909,X,X,X,X,X,X,551,95,65137
States,Pennsylvania,2022,25,X,0.771288,X,X,X,X,X,X,496,95,64308
States,Pennsylvania,2022,26,X,0.730309,X,X,X,X,X,X,474,95,64904
States,Pennsylvania,2022,27,X,0.711566,X,X,X,X,X,X,471,95,66192
States,Pennsylvania,2022,28,X,0.781835,X,X,X,X,X,X,512,95,65487
States,Pennsylvania,2022,29,X,0.75228,X,X,X,X,X,X,495,95,65800
States,Pennsylvania,2022,30,X,0.778127,X,X,X,X,X,X,512,95,65799
States,Pennsylvania,2022,31,X,0.813991,X,X,X,X,X,X,532,95,65357
States,Pennsylvania,2022,32,X,0.776915,X,X,X,X,X,X,511,95,65773
States,Pennsylvania,2022,33,X,0.715528,X,X,X,X,X,X,465,95,64987
States,Pennsylvania,2022,34,X,0.711345,X,X,X,X,X,X,470,95,66072
States,Pennsylvania,2022,35,X,1.05218,X,X,X,X,X,X,705,96,67004
States,Pennsylvania,2022,36,X,1.03533,X,X,X,X,X,X,701,96,67708
States,Pennsylvania,2022,37,X,1.13296,X,X,X,X,X,X,784,97,69199
States,Pennsylvania,2022,38,X,1.16593,X,X,X,X,X,X,808,97,69301
States,Pennsylvania,2022,39,X,1.28349,X,X,X,X,X,X,856,97,66693
States,Pennsylvania,2022,40,X,1.42289,X,X,X,X,X,X,962,106,67609
States,Pennsylvania,2022,41,X,1.6952,X,X,X,X,X,X,1203,107,70965
States,Pennsylvania,2022,42,X,1.67095,X,X,X,X,X,X,1152,104,68943
States,Pennsylvania,2022,43,X,2.28088,X,X,X,X,X,X,1634,106,71639
States,Pennsylvania,2022,44,X,2.75726,X,X,X,X,X,X,1945,101,70541
States,Pennsylvania,2022,45,X,2.92345,X,X,X,X,X,X,2159,105,73851
States,Pennsylvania,2022,46,X,3.10979,X,X,X,X,X,X,2160,104,69458
States,Pennsylvania,2022,47,X,4.24753,X,X,X,X,X,X,2841,103,66886
States,Pennsylvania,2022,48,X,4.52839,X,X,X,X,X,X,3354,104,74066
States,Pennsylvania,2022,49,X,4.24185,X,X,X,X,X,X,3028,104,71384
States,Pennsylvania,2022,50,X,4.01022,X,X,X,X,X,X,2684,103,66929
States,Pennsylvania,2022,51,X,3.37568,X,X,X,X,X,X,2110,103,62506
States,Pennsylvania,2022,52,X,3.32892,X,X,X,X,X,X,2187,102,65697
States,Pennsylvania,2023,1,X,2.35014,X,X,X,X,X,X,1636,103,69613
States,Pennsylvania,2023,2,X,1.6009,X,X,X,X,X,X,1035,103,64651
States,Pennsylvania,2023,3,X,1.46732,X,X,X,X,X,X,925,102,63040
States,Pennsylvania,2023,4,X,1.43737,X,X,X,X,X,X,906,105,63032
States,Pennsylvania,2023,5,X,1.44959,X,X,X,X,X,X,923,105,63673
States,Pennsylvania,2023,6,X,1.51504,X,X,X,X,X,X,1018,104,67193
States,Pennsylvania,2023,7,X,1.47775,X,X,X,X,X,X,1002,103,67806
States,Pennsylvania,2023,8,X,1.45748,X,X,X,X,X,X,971,103,66622
States,Pennsylvania,2023,9,X,1.39012,X,X,X,X,X,X,909,103,65390
States,Pennsylvania,2023,10,X,1.45102,X,X,X,X,X,X,941,102,64851
States,Pennsylvania,2023,11,X,1.39908,X,X,X,X,X,X,917,101,65543
States,Pennsylvania,2023,12,X,1.36333,X,X,X,X,X,X,923,100,67702
States,Pennsylvania,2023,13,X,1.30845,X,X,X,X,X,X,866,101,66185
States,Pennsylvania,2023,14,X,1.18346,X,X,X,X,X,X,560,98,47319
States,Pennsylvania,2023,15,X,1.05325,X,X,X,X,X,X,714,100,67790
States,Pennsylvania,2023,16,X,0.961496,X,X,X,X,X,X,655,99,68123
States,Pennsylvania,2023,17,X,0.930345,X,X,X,X,X,X,614,99,65997
States,Pennsylvania,2023,18,X,0.943082,X,X,X,X,X,X,623,98,66060
States,Pennsylvania,2023,19,X,0.975856,X,X,X,X,X,X,637,98,65276
States,Pennsylvania,2023,20,X,0.881057,X,X,X,X,X,X,580,96,65830
States,Pennsylvania,2023,21,X,0.879263,X,X,X,X,X,X,570,94,64827
States,Pennsylvania,2023,22,X,0.797258,X,X,X,X,X,X,528,94,66227
States,Pennsylvania,2023,23,X,0.737686,X,X,X,X,X,X,483,95,65475
States,Pennsylvania,2023,24,X,0.670854,X,X,X,X,X,X,440,94,65588
States,Pennsylvania,2023,25,X,0.618024,X,X,X,X,X,X,361,94,58412
States,Pennsylvania,2023,26,X,0.573928,X,X,X,X,X,X,374,94,65165
States,Pennsylvania,2023,27,X,0.545216,X,X,X,X,X,X,358,93,65662
States,Pennsylvania,2023,28,X,0.512828,X,X,X,X,X,X,343,93,66884
States,Pennsylvania,2023,29,X,0.501728,X,X,X,X,X,X,334,94,66570
States,Pennsylvania,2023,30,X,0.523656,X,X,X,X,X,X,344,92,65692
States,Pennsylvania,2023,31,X,0.553061,X,X,X,X,X,X,356,94,64369
States,Pennsylvania,2023,32,X,0.48776,X,X,X,X,X,X,316,92,64786
States,Pennsylvania,2023,33,X,0.586121,X,X,X,X,X,X,380,93,64833
States,Pennsylvania,2023,34,X,0.579728,X,X,X,X,X,X,384,95,66238
States,Pennsylvania,2023,35,X,0.643006,X,X,X,X,X,X,433,97,67340
States,Pennsylvania,2023,36,X,0.832802,X,X,X,X,X,X,575,97,69044
States,Pennsylvania,2023,37,X,0.94436,X,X,X,X,X,X,656,96,69465
States,Pennsylvania,2023,38,X,1.11923,X,X,X,X,X,X,754,96,67368
States,Pennsylvania,2023,39,X,1.05788,X,X,X,X,X,X,706,96,66737
States,Pennsylvania,2023,40,X,1.07899,X,X,X,X,X,X,761,101,70529
States,Pennsylvania,2023,41,X,1.02154,X,X,X,X,X,X,690,101,67545
States,Pennsylvania,2023,42,X,1.22157,X,X,X,X,X,X,827,99,67700
States,Pennsylvania,2023,43,X,1.22055,X,X,X,X,X,X,833,100,68248
States,Pennsylvania,2023,44,X,1.40493,X,X,X,X,X,X,933,101,66409
States,Pennsylvania,2023,45,X,1.46564,X,X,X,X,X,X,1020,102,69594
States,Pennsylvania,2023,46,X,1.64007,X,X,X,X,X,X,1144,100,69753
States,Pennsylvania,2023,47,X,1.80548,X,X,X,X,X,X,1142,100,63252
States,Pennsylvania,2023,48,X,2.12405,X,X,X,X,X,X,1488,101,70055
States,Pennsylvania,2023,49,X,2.19868,X,X,X,X,X,X,1563,101,71088
States,Pennsylvania,2023,50,X,2.91191,X,X,X,X,X,X,2072,100,71156
States,Pennsylvania,2023,51,X,3.32328,X,X,X,X,X,X,2315,100,69660
States,Pennsylvania,2023,52,X,4.15023,X,X,X,X,X,X,2998,100,72237
States,Pennsylvania,2024,1,X,3.36715,X,X,X,X,X,X,2323,101,68990
States,Pennsylvania,2024,2,X,2.71956,X,X,X,X,X,X,1810,100,66555
States,Pennsylvania,2024,3,X,2.24542,X,X,X,X,X,X,1370,102,61013
States,Pennsylvania,2024,4,X,2.10932,X,X,X,X,X,X,1427,102,67652
States,Pennsylvania,2024,5,X,2.15062,X,X,X,X,X,X,1461,101,67934
States,Pennsylvania,2024,6,X,2.28102,X,X,X,X,X,X,1582,99,69355
States,Pennsylvania,2024,7,X,2.34563,X,X,X,X,X,X,1570,101,66933
States,Pennsylvania,2024,8,X,2.60542,X,X,X,X,X,X,1840,99,70622
States,Pennsylvania,2024,9,X,2.56991,X,X,X,X,X,X,1792,100,69730
States,Pennsylvania,2024,10,X,2.21936,X,X,X,X,X,X,1501,99,67632
States,Pennsylvania,2024,11,X,1.85212,X,X,X,X,X,X,1278,100,69002
States,Pennsylvania,2024,12,X,1.79534,X,X,X,X,X,X,1236,101,68845
States,Pennsylvania,2024,13,X,1.71915,X,X,X,X,X,X,1146,100,66661
States,Pennsylvania,2024,14,X,1.65886,X,X,X,X,X,X,1115,100,67215
States,Pennsylvania,2024,15,X,1.35952,X,X,X,X,X,X,956,99,70319
States,Pennsylvania,2024,16,X,1.26955,X,X,X,X,X,X,901,101,70970
States,Pennsylvania,2024,17,X,1.17209,X,X,X,X,X,X,791,99,67486
States,Pennsylvania,2024,18,X,1.09686,X,X,X,X,X,X,756,99,68924
States,Pennsylvania,2024,19,X,1.0357,X,X,X,X,X,X,718,99,69325
States,Pennsylvania,2024,20,X,1.00168,X,X,X,X,X,X,674,96,67287
States,Pennsylvania,2024,21,X,0.893296,X,X,X,X,X,X,618,95,69182
States,Pennsylvania,2024,22,X,0.924527,X,X,X,X,X,X,624,95,67494
States,Pennsylvania,2024,23,X,0.876226,X,X,X,X,X,X,596,95,68019
States,Pennsylvania,2024,24,X,0.802585,X,X,X,X,X,X,534,95,66535
States,Pennsylvania,2024,25,X,0.584935,X,X,X,X,X,X,392,94,67016
States,Pennsylvania,2024,26,X,0.645646,X,X,X,X,X,X,438,93,67839
States,Pennsylvania,2024,27,X,0.618544,X,X,X,X,X,X,406,94,65638
States,Pennsylvania,2024,28,X,0.615398,X,X,X,X,X,X,427,94,69386
States,Pennsylvania,2024,29,X,0.639456,X,X,X,X,X,X,431,94,67401
States,Pennsylvania,2024,30,X,0.699186,X,X,X,X,X,X,467,94,66792
States,Pennsylvania,2024,31,X,0.714968,X,X,X,X,X,X,479,94,66996
States,Pennsylvania,2024,32,X,0.742944,X,X,X,X,X,X,492,94,66223
States,Pennsylvania,2024,33,X,0.71481,X,X,X,X,X,X,477,95,66731
States,Pennsylvania,2024,34,X,0.841397,X,X,X,X,X,X,560,94,66556
States,Pennsylvania,2024,35,X,0.850385,X,X,X,X,X,X,586,95,68910
States,Pennsylvania,2024,36,X,0.987588,X,X,X,X,X,X,662,92,67032
States,Pennsylvania,2024,37,X,1.20521,X,X,X,X,X,X,741,86,61483
States,Pennsylvania,2024,38,X,1.3409,X,X,X,X,X,X,841,86,62719
States,Pennsylvania,2024,39,X,1.17817,X,X,X,X,X,X,716,86,60772
States,Pennsylvania,2024,40,X,1.18892,X,X,X,X,X,X,735,91,61821
States,Pennsylvania,2024,41,X,1.36197,X,X,X,X,X,X,844,92,61969
States,Pennsylvania,2024,42,X,1.46381,X,X,X,X,X,X,912,94,62303
States,Pennsylvania,2024,43,X,1.55524,X,X,X,X,X,X,1021,95,65649
States,Pennsylvania,2024,44,X,1.6102,X,X,X,X,X,X,1020,93,63346
States,Pennsylvania,2024,45,X,1.55161,X,X,X,X,X,X,1002,95,64578
States,Pennsylvania,2024,46,X,1.66226,X,X,X,X,X,X,1049,95,63107
States,Pennsylvania,2024,47,X,1.60642,X,X,X,X,X,X,1015,95,63184
States,Pennsylvania,2024,48,X,1.7105,X,X,X,X,X,X,958,92,56007
States,Pennsylvania,2024,49,X,1.91508,X,X,X,X,X,X,1161,94,60624
States,Pennsylvania,2024,50,X,1.91521,X,X,X,X,X,X,1212,94,63283
States,Pennsylvania,2024,51,X,2.27903,X,X,X,X,X,X,1405,93,61649
States,Pennsylvania,2024,52,X,3.56432,X,X,X,X,X,X,2132,90,59815
States,Pennsylvania,2025,1,X,3.75443,X,X,X,X,X,X,2396,93,63818
States,Pennsylvania,2025,2,X,3.1495,X,X,X,X,X,X,1892,94,60073
States,Pennsylvania,2025,3,X,3.27023,X,X,X,X,X,X,2080,95,63604
States,Pennsylvania,2025,4,X,3.92979,X,X,X,X,X,X,2391,95,60843
States,Pennsylvania,2025,5,X,4.83086,X,X,X,X,X,X,3216,94,66572
States,Pennsylvania,2025,6,X,5.22399,X,X,X,X,X,X,3475,94,66520
States,Pennsylvania,2025,7,X,4.89282,X,X,X,X,X,X,3159,93,64564
States,Pennsylvania,2025,8,X,4.06889,X,X,X,X,X,X,2575,95,63285
States,Pennsylvania,2025,9,X,3.4344,X,X,X,X,X,X,2211,95,64378
States,Pennsylvania,2025,10,X,2.8295,X,X,X,X,X,X,1743,93,61601
States,Pennsylvania,2025,11,X,2.28983,X,X,X,X,X,X,1415,94,61795
States,Pennsylvania,2025,12,X,1.94994,X,X,X,X,X,X,1216,93,62361
States,Pennsylvania,2025,13,X,1.78914,X,X,X,X,X,X,1100,93,61482
States,Pennsylvania,2025,14,X,1.67061,X,X,X,X,X,X,1023,93,61235
States,Pennsylvania,2025,15,X,1.42968,X,X,X,X,X,X,868,92,60713
States,Pennsylvania,2025,16,X,1.24804,X,X,X,X,X,X,756,92,60575
States,Pennsylvania,2025,17,X,1.16543,X,X,X,X,X,X,637,92,54658
States,Pennsylvania,2025,18,X,1.06079,X,X,X,X,X,X,654,89,61652
States,Pennsylvania,2025,19,X,0.982292,X,X,X,X,X,X,598,89,60878
States,Pennsylvania,2025,20,X,1.0005,X,X,X,X,X,X,603,89,60270
States,Pennsylvania,2025,21,X,0.871045,X,X,X,X,X,X,517,89,59354
States,Pennsylvania,2025,22,X,0.959004,X,X,X,X,X,X,564,89,58811
States,Pennsylvania,2025,23,X,0.832656,X,X,X,X,X,X,502,87,60289
States,Pennsylvania,2025,24,X,0.779976,X,X,X,X,X,X,464,86,59489
States,Pennsylvania,2025,25,X,0.633231,X,X,X,X,X,X,376,86,59378
States,Pennsylvania,2025,26,X,0.571252,X,X,X,X,X,X,351,87,61444
States,Pennsylvania,2025,27,X,0.473323,X,X,X,X,X,X,279,86,58945
States,Pennsylvania,2025,28,X,0.526436,X,X,X,X,X,X,324,83,61546
States,Pennsylvania,2025,29,X,0.500432,X,X,X,X,X,X,301,82,60148
States,Pennsylvania,2025,30,X,0.529288,X,X,X,X,X,X,314,83,59325
States,Pennsylvania,2025,31,X,0.531878,X,X,X,X,X,X,308,80,57908
States,Pennsylvania,2025,32,X,0.615559,X,X,X,X,X,X,359,82,58321
States,Pennsylvania,2025,33,X,0.653495,X,X,X,X,X,X,387,81,59220
States,Pennsylvania,2025,34,X,0.594191,X,X,X,X,X,X,358,84,60250
States,Pennsylvania,2025,35,X,0.890627,X,X,X,X,X,X,542,85,60856
States,Pennsylvania,2025,36,X,1.14521,X,X,X,X,X,X,706,85,61648
States,Pennsylvania,2025,37,X,1.2198,X,X,X,X,X,X,766,85,62797
States,Pennsylvania,2025,38,X,1.19822,X,X,X,X,X,X,744,84,62092
States,Pennsylvania,2025,39,X,1.08441,X,X,X,X,X,X,667,85,61508
States,Pennsylvania,2025,40,X,1.03884,X,X,X,X,X,X,812,105,78164
States,Pennsylvania,2025,41,X,1.0074,X,X,X,X,X,X,783,105,77725
States,Pennsylvania,2025,42,X,1.07678,X,X,X,X,X,X,833,106,77360
States,Pennsylvania,2025,43,X,1.15099,X,X,X,X,X,X,903,109,78454
States,Pennsylvania,2025,44,X,1.25345,X,X,X,X,X,X,982,110,78344
States,Pennsylvania,2025,45,X,1.33264,X,X,X,X,X,X,1058,109,79391
States,Pennsylvania,2025,46,X,1.4869,X,X,X,X,X,X,1154,110,77611
States,Pennsylvania,2025,47,X,1.60705,X,X,X,X,X,X,1258,110,78280
States,Pennsylvania,2025,48,X,1.77521,X,X,X,X,X,X,1259,109,70921
States,Pennsylvania,2025,49,X,1.93096,X,X,X,X,X,X,1489,112,77112
States,Pennsylvania,2025,50,X,2.25391,X,X,X,X,X,X,1786,111,79240
States,Pennsylvania,2025,51,X,3.13112,X,X,X,X,X,X,2495,109,79684
States,Pennsylvania,2025,52,X,4.65253,X,X,X,X,X,X,3642,111,78280
States,Pennsylvania,2025,53,X,5.05906,X,X,X,X,X,X,4146,111,81952
States,Pennsylvania,2026,1,X,3.9955,X,X,X,X,X,X,3335,109,83469
States,Pennsylvania,2026,2,X,3.40824,X,X,X,X,X,X,2745,112,80540
States,Pennsylvania,2026,3,X,2.84737,X,X,X,X,X,X,2231,112,78353
States,Pennsylvania,2026,4,X,2.29158,X,X,X,X,X,X,1580,112,68948
States,Pennsylvania,2026,5,X,1.98385,X,X,X,X,X,X,1531,112,77173
States,Pennsylvania,2026,6,X,2.29103,X,X,X,X,X,X,1824,112,79615
States,Pennsylvania,2026,7,X,2.63013,X,X,X,X,X,X,2191,112,83304
States,Pennsylvania,2026,8,X,2.45535,X,X,X,X,X,X,1963,112,79948
States,Pennsylvania,2026,9,X,2.35419,X,X,X,X,X,X,1931,111,82024
States,Pennsylvania,2026,10,X,2.0976,X,X,X,X,X,X,1691,105,80616
