country,epiweek_id,new_cases,new_deaths,total_cases,total_deaths
Africa,2022-W17,2.0,0.0,41.0,2.0
Africa,2022-W18,0.0,0.0,41.0,2.0
Africa,2022-W19,4.0,0.0,45.0,2.0
Africa,2022-W20,2.0,0.0,47.0,2.0
Africa,2022-W21,0.0,0.0,47.0,2.0
Africa,2022-W22,19.0,1.0,66.0,3.0
Africa,2022-W23,15.0,0.0,81.0,3.0
Africa,2022-W24,9.0,0.0,90.0,3.0
Africa,2022-W25,26.0,0.0,116.0,3.0
Africa,2022-W26,30.0,1.0,146.0,4.0
Africa,2022-W27,22.0,0.0,168.0,4.0
Africa,2022-W28,22.0,0.0,190.0,4.0
Africa,2022-W29,17.0,0.0,207.0,4.0
Africa,2022-W30,41.0,1.0,248.0,5.0
Africa,2022-W31,21.0,3.0,269.0,8.0
Africa,2022-W32,64.0,0.0,333.0,8.0
Africa,2022-W33,33.0,5.0,366.0,13.0
Africa,2022-W34,44.0,0.0,410.0,13.0
Africa,2022-W35,46.0,1.0,456.0,14.0
Africa,2022-W36,42.0,0.0,498.0,14.0
Africa,2022-W37,56.0,1.0,554.0,15.0
Africa,2022-W38,64.0,0.0,618.0,15.0
Africa,2022-W39,40.0,0.0,658.0,15.0
Africa,2022-W40,49.0,0.0,707.0,15.0
Africa,2022-W41,28.0,0.0,735.0,15.0
Africa,2022-W42,32.0,1.0,767.0,16.0
Africa,2022-W43,27.0,0.0,794.0,16.0
Africa,2022-W44,20.0,0.0,814.0,16.0
Africa,2022-W45,16.0,0.0,830.0,16.0
Africa,2022-W46,21.0,0.0,851.0,16.0
Africa,2022-W47,25.0,0.0,876.0,16.0
Africa,2022-W48,40.0,0.0,916.0,16.0
Africa,2022-W49,34.0,0.0,950.0,16.0
Africa,2022-W50,11.0,0.0,961.0,16.0
Africa,2022-W51,8.0,0.0,969.0,16.0
Africa,2022-W52,8.0,0.0,977.0,16.0
Africa,2023-W01,6.0,0.0,983.0,16.0
Africa,2023-W02,13.0,1.0,996.0,17.0
Africa,2023-W03,17.0,0.0,1013.0,17.0
Africa,2023-W04,7.0,0.0,1020.0,17.0
Africa,2023-W05,7.0,0.0,1027.0,17.0
Africa,2023-W06,6.0,1.0,1033.0,18.0
Africa,2023-W07,8.0,0.0,1041.0,18.0
Africa,2023-W08,5.0,1.0,1046.0,19.0
Africa,2023-W09,3.0,0.0,1049.0,19.0
Africa,2023-W10,9.0,0.0,1058.0,19.0
Africa,2023-W11,4.0,0.0,1062.0,19.0
Africa,2023-W12,10.0,0.0,1072.0,19.0
Africa,2023-W13,5.0,0.0,1077.0,19.0
Africa,2023-W14,2.0,0.0,1079.0,19.0
Africa,2023-W15,1.0,0.0,1080.0,19.0
Africa,2023-W16,3.0,0.0,1083.0,19.0
Africa,2023-W17,0.0,0.0,1083.0,19.0
Africa,2023-W18,3.0,1.0,1086.0,20.0
Africa,2023-W19,5.0,1.0,1091.0,21.0
Africa,2023-W20,13.0,0.0,1104.0,21.0
Africa,2023-W21,1.0,0.0,1105.0,21.0
Africa,2023-W22,1.0,0.0,1106.0,21.0
Africa,2023-W23,9.0,0.0,1115.0,21.0
Africa,2023-W24,0.0,0.0,1115.0,21.0
Africa,2023-W25,1.0,0.0,1116.0,21.0
Africa,2023-W26,0.0,0.0,1116.0,21.0
Africa,2023-W27,0.0,0.0,1116.0,21.0
Africa,2023-W28,8.0,0.0,1124.0,21.0
Africa,2023-W29,0.0,0.0,1124.0,21.0
Africa,2023-W30,3.0,0.0,1127.0,21.0
Africa,2023-W31,0.0,0.0,1127.0,21.0
Africa,2023-W32,2.0,0.0,1129.0,21.0
Africa,2023-W33,3.0,0.0,1132.0,21.0
Africa,2023-W34,6.0,0.0,1138.0,21.0
Africa,2023-W35,1.0,0.0,1139.0,21.0
Africa,2023-W36,5.0,0.0,1144.0,21.0
Africa,2023-W37,2.0,0.0,1146.0,21.0
Africa,2023-W38,0.0,0.0,1146.0,21.0
Africa,2023-W39,1.0,0.0,1147.0,21.0
Africa,2023-W40,11.0,1.0,1158.0,22.0
Africa,2023-W41,18.0,1.0,1176.0,23.0
Africa,2023-W42,19.0,0.0,1195.0,23.0
Africa,2023-W43,32.0,0.0,1227.0,23.0
Africa,2023-W44,15.0,0.0,1242.0,23.0
Africa,2023-W45,41.0,0.0,1283.0,23.0
Africa,2023-W46,30.0,0.0,1313.0,23.0
Africa,2023-W47,39.0,0.0,1352.0,23.0
Africa,2023-W48,24.0,0.0,1376.0,23.0
Africa,2023-W49,14.0,0.0,1390.0,23.0
Africa,2023-W50,10.0,0.0,1400.0,23.0
Africa,2023-W51,36.0,0.0,1436.0,23.0
Africa,2023-W52,35.0,0.0,1471.0,23.0
Africa,2024-W01,28.0,0.0,1499.0,23.0
Africa,2024-W02,44.0,2.0,1543.0,25.0
Africa,2024-W03,60.0,0.0,1603.0,25.0
Africa,2024-W04,97.0,0.0,1700.0,25.0
Africa,2024-W05,45.0,0.0,1745.0,25.0
Africa,2024-W06,77.0,0.0,1822.0,25.0
Africa,2024-W07,65.0,0.0,1887.0,25.0
Africa,2024-W08,54.0,0.0,1941.0,25.0
Africa,2024-W09,70.0,1.0,2011.0,26.0
Africa,2024-W10,66.0,0.0,2077.0,26.0
Africa,2024-W11,54.0,0.0,2131.0,26.0
Africa,2024-W12,68.0,0.0,2199.0,26.0
Africa,2024-W13,55.0,0.0,2254.0,26.0
Africa,2024-W14,71.0,2.0,2325.0,28.0
Africa,2024-W15,101.0,0.0,2426.0,28.0
Africa,2024-W16,86.0,0.0,2512.0,28.0
Africa,2024-W17,85.0,1.0,2597.0,29.0
Africa,2024-W18,192.0,0.0,2789.0,29.0
Africa,2024-W19,161.0,0.0,2950.0,29.0
Africa,2024-W20,158.0,0.0,3108.0,29.0
Africa,2024-W21,123.0,1.0,3231.0,30.0
Africa,2024-W22,115.0,1.0,3346.0,31.0
Africa,2024-W23,176.0,1.0,3522.0,32.0
Africa,2024-W24,234.0,2.0,3756.0,34.0
Africa,2024-W25,169.0,1.0,3925.0,35.0
Africa,2024-W26,209.0,2.0,4134.0,37.0
Africa,2024-W27,275.0,0.0,4409.0,37.0
Africa,2024-W28,325.0,1.0,4734.0,38.0
Africa,2024-W29,422.0,3.0,5156.0,41.0
Africa,2024-W30,305.0,5.0,5461.0,46.0
Africa,2024-W31,191.0,1.0,5652.0,47.0
Africa,2024-W32,217.0,2.0,5869.0,49.0
Africa,2024-W33,287.0,2.0,6156.0,51.0
Africa,2024-W34,307.0,0.0,6463.0,51.0
Africa,2024-W35,377.0,0.0,6840.0,51.0
Africa,2024-W36,458.0,1.0,7298.0,52.0
Africa,2024-W37,445.0,0.0,7743.0,52.0
Africa,2024-W38,518.0,1.0,8261.0,53.0
Africa,2024-W39,521.0,1.0,8782.0,54.0
Africa,2024-W40,493.0,0.0,9275.0,54.0
Africa,2024-W41,535.0,1.0,9810.0,55.0
Africa,2024-W42,583.0,2.0,10393.0,57.0
Africa,2024-W43,638.0,1.0,11031.0,58.0
Africa,2024-W44,589.0,1.0,11620.0,59.0
Africa,2024-W45,780.0,1.0,12400.0,60.0
Africa,2024-W46,827.0,2.0,13227.0,62.0
Africa,2024-W47,702.0,1.0,13929.0,63.0
Africa,2024-W48,757.0,3.0,14686.0,66.0
Africa,2024-W49,755.0,2.0,15441.0,68.0
Africa,2024-W50,628.0,0.0,16069.0,68.0
Africa,2024-W51,593.0,1.0,16662.0,69.0
Africa,2024-W52,428.0,5.0,17090.0,74.0
Africa,2025-W01,883.0,2.0,17973.0,76.0
Africa,2025-W02,1240.0,5.0,19213.0,81.0
Africa,2025-W03,1102.0,6.0,20315.0,87.0
Africa,2025-W04,969.0,4.0,21284.0,91.0
Africa,2025-W05,757.0,6.0,22041.0,97.0
Africa,2025-W06,874.0,9.0,22915.0,106.0
Africa,2025-W07,803.0,8.0,23718.0,114.0
Africa,2025-W08,1011.0,2.0,24729.0,116.0
Africa,2025-W09,857.0,1.0,25586.0,117.0
Africa,2025-W10,909.0,5.0,26495.0,122.0
Africa,2025-W11,1121.0,4.0,27616.0,126.0
Africa,2025-W12,773.0,6.0,28389.0,132.0
Africa,2025-W13,697.0,0.0,29086.0,132.0
Africa,2025-W14,808.0,8.0,29894.0,140.0
Africa,2025-W15,896.0,0.0,30790.0,140.0
Africa,2025-W16,1140.0,2.0,31930.0,142.0
Africa,2025-W17,1428.0,3.0,33358.0,145.0
Africa,2025-W18,1511.0,5.0,34869.0,150.0
Africa,2025-W19,1658.0,1.0,36527.0,151.0
Africa,2025-W20,1407.0,5.0,37934.0,156.0
Africa,2025-W21,1686.0,5.0,39620.0,161.0
Africa,2025-W22,1414.0,4.0,41034.0,165.0
Africa,2025-W23,1127.0,4.0,42161.0,169.0
Africa,2025-W24,1022.0,6.0,43183.0,175.0
Africa,2025-W25,927.0,4.0,44110.0,179.0
Africa,2025-W26,979.0,4.0,45089.0,183.0
Africa,2025-W27,1007.0,5.0,46096.0,188.0
Africa,2025-W28,907.0,13.0,47003.0,201.0
Africa,2025-W29,875.0,8.0,47878.0,209.0
Africa,2025-W30,954.0,4.0,48832.0,213.0
Africa,2025-W31,759.0,3.0,49591.0,216.0
Africa,2025-W32,853.0,4.0,50444.0,220.0
Africa,2025-W33,597.0,4.0,51041.0,224.0
Africa,2025-W34,713.0,2.0,51754.0,226.0
Africa,2025-W35,812.0,11.0,52566.0,237.0
Africa,2025-W36,683.0,1.0,53249.0,238.0
Africa,2025-W37,874.0,5.0,54123.0,243.0
Africa,2025-W38,664.0,3.0,54787.0,246.0
Africa,2025-W39,807.0,4.0,55594.0,250.0
Africa,2025-W40,575.0,2.0,56169.0,252.0
Africa,2025-W41,590.0,3.0,56759.0,255.0
Africa,2025-W42,451.0,4.0,57210.0,259.0
Africa,2025-W43,562.0,1.0,57772.0,260.0
Africa,2025-W44,368.0,2.0,58140.0,262.0
Africa,2025-W45,356.0,2.0,58496.0,264.0
Africa,2025-W46,331.0,2.0,58827.0,266.0
Africa,2025-W47,268.0,0.0,59095.0,266.0
Africa,2025-W48,293.0,1.0,59388.0,267.0
Africa,2025-W49,231.0,0.0,59619.0,267.0
Africa,2025-W50,203.0,2.0,59822.0,269.0
Africa,2025-W51,254.0,2.0,60076.0,271.0
Africa,2025-W52,121.0,1.0,60197.0,272.0
Albania,2025-W20,1.0,0.0,1.0,0.0
Albania,2025-W21,0.0,0.0,1.0,0.0
Albania,2025-W22,0.0,0.0,1.0,0.0
Albania,2025-W23,0.0,0.0,1.0,0.0
Albania,2025-W24,0.0,0.0,1.0,0.0
Albania,2025-W25,0.0,0.0,1.0,0.0
Albania,2025-W26,0.0,0.0,1.0,0.0
Albania,2025-W27,0.0,0.0,1.0,0.0
Albania,2025-W28,0.0,0.0,1.0,0.0
Albania,2025-W29,0.0,0.0,1.0,0.0
Albania,2025-W30,0.0,0.0,1.0,0.0
Albania,2025-W31,0.0,0.0,1.0,0.0
Albania,2025-W32,0.0,0.0,1.0,0.0
Albania,2025-W33,0.0,0.0,1.0,0.0
Albania,2025-W34,0.0,0.0,1.0,0.0
Albania,2025-W35,0.0,0.0,1.0,0.0
Albania,2025-W36,0.0,0.0,1.0,0.0
Albania,2025-W37,0.0,0.0,1.0,0.0
Albania,2025-W38,0.0,0.0,1.0,0.0
Albania,2025-W39,0.0,0.0,1.0,0.0
Albania,2025-W40,0.0,0.0,1.0,0.0
Albania,2025-W41,0.0,0.0,1.0,0.0
Albania,2025-W42,0.0,0.0,1.0,0.0
Albania,2025-W43,0.0,0.0,1.0,0.0
Albania,2025-W44,0.0,0.0,1.0,0.0
Albania,2025-W45,0.0,0.0,1.0,0.0
Albania,2025-W46,0.0,0.0,1.0,0.0
Albania,2025-W47,0.0,0.0,1.0,0.0
Albania,2025-W48,0.0,0.0,1.0,0.0
Albania,2025-W49,0.0,0.0,1.0,0.0
Albania,2025-W50,0.0,0.0,1.0,0.0
Albania,2025-W51,0.0,0.0,1.0,0.0
Albania,2025-W52,0.0,0.0,1.0,0.0
Andorra,2022-W30,3.0,0.0,3.0,0.0
Andorra,2022-W31,1.0,0.0,4.0,0.0
Andorra,2022-W32,0.0,0.0,4.0,0.0
Andorra,2022-W33,0.0,0.0,4.0,0.0
Andorra,2022-W34,0.0,0.0,4.0,0.0
Andorra,2022-W35,0.0,0.0,4.0,0.0
Andorra,2022-W36,0.0,0.0,4.0,0.0
Andorra,2022-W37,0.0,0.0,4.0,0.0
Andorra,2022-W38,0.0,0.0,4.0,0.0
Andorra,2022-W39,0.0,0.0,4.0,0.0
Andorra,2022-W40,0.0,0.0,4.0,0.0
Andorra,2022-W41,0.0,0.0,4.0,0.0
Andorra,2022-W42,0.0,0.0,4.0,0.0
Andorra,2022-W43,0.0,0.0,4.0,0.0
Andorra,2022-W44,0.0,0.0,4.0,0.0
Andorra,2022-W45,0.0,0.0,4.0,0.0
Andorra,2022-W46,0.0,0.0,4.0,0.0
Andorra,2022-W47,0.0,0.0,4.0,0.0
Andorra,2022-W48,0.0,0.0,4.0,0.0
Andorra,2022-W49,0.0,0.0,4.0,0.0
Andorra,2022-W50,0.0,0.0,4.0,0.0
Andorra,2022-W51,0.0,0.0,4.0,0.0
Andorra,2022-W52,0.0,0.0,4.0,0.0
Andorra,2023-W01,0.0,0.0,4.0,0.0
Andorra,2023-W02,0.0,0.0,4.0,0.0
Andorra,2023-W03,0.0,0.0,4.0,0.0
Andorra,2023-W04,0.0,0.0,4.0,0.0
Andorra,2023-W05,0.0,0.0,4.0,0.0
Andorra,2023-W06,0.0,0.0,4.0,0.0
Andorra,2023-W07,0.0,0.0,4.0,0.0
Andorra,2023-W08,0.0,0.0,4.0,0.0
Andorra,2023-W09,0.0,0.0,4.0,0.0
Andorra,2023-W10,0.0,0.0,4.0,0.0
Andorra,2023-W11,0.0,0.0,4.0,0.0
Andorra,2023-W12,0.0,0.0,4.0,0.0
Andorra,2023-W13,0.0,0.0,4.0,0.0
Andorra,2023-W14,0.0,0.0,4.0,0.0
Andorra,2023-W15,0.0,0.0,4.0,0.0
Andorra,2023-W16,0.0,0.0,4.0,0.0
Andorra,2023-W17,0.0,0.0,4.0,0.0
Andorra,2023-W18,0.0,0.0,4.0,0.0
Andorra,2023-W19,0.0,0.0,4.0,0.0
Andorra,2023-W20,0.0,0.0,4.0,0.0
Andorra,2023-W21,0.0,0.0,4.0,0.0
Andorra,2023-W22,0.0,0.0,4.0,0.0
Andorra,2023-W23,0.0,0.0,4.0,0.0
Andorra,2023-W24,0.0,0.0,4.0,0.0
Andorra,2023-W25,0.0,0.0,4.0,0.0
Andorra,2023-W26,0.0,0.0,4.0,0.0
Andorra,2023-W27,0.0,0.0,4.0,0.0
Andorra,2023-W28,0.0,0.0,4.0,0.0
Andorra,2023-W29,0.0,0.0,4.0,0.0
Andorra,2023-W30,0.0,0.0,4.0,0.0
Andorra,2023-W31,0.0,0.0,4.0,0.0
Andorra,2023-W32,0.0,0.0,4.0,0.0
Andorra,2023-W33,0.0,0.0,4.0,0.0
Andorra,2023-W34,0.0,0.0,4.0,0.0
Andorra,2023-W35,0.0,0.0,4.0,0.0
Andorra,2023-W36,0.0,0.0,4.0,0.0
Andorra,2023-W37,0.0,0.0,4.0,0.0
Andorra,2023-W38,0.0,0.0,4.0,0.0
Andorra,2023-W39,0.0,0.0,4.0,0.0
Andorra,2023-W40,0.0,0.0,4.0,0.0
Andorra,2023-W41,0.0,0.0,4.0,0.0
Andorra,2023-W42,0.0,0.0,4.0,0.0
Andorra,2023-W43,0.0,0.0,4.0,0.0
Andorra,2023-W44,0.0,0.0,4.0,0.0
Andorra,2023-W45,0.0,0.0,4.0,0.0
Andorra,2023-W46,0.0,0.0,4.0,0.0
Andorra,2023-W47,0.0,0.0,4.0,0.0
Andorra,2023-W48,0.0,0.0,4.0,0.0
Andorra,2023-W49,0.0,0.0,4.0,0.0
Andorra,2023-W50,0.0,0.0,4.0,0.0
Andorra,2023-W51,0.0,0.0,4.0,0.0
Andorra,2023-W52,0.0,0.0,4.0,0.0
Andorra,2024-W01,0.0,0.0,4.0,0.0
Andorra,2024-W02,0.0,0.0,4.0,0.0
Andorra,2024-W03,0.0,0.0,4.0,0.0
Andorra,2024-W04,0.0,0.0,4.0,0.0
Andorra,2024-W05,0.0,0.0,4.0,0.0
Andorra,2024-W06,0.0,0.0,4.0,0.0
Andorra,2024-W07,0.0,0.0,4.0,0.0
Andorra,2024-W08,0.0,0.0,4.0,0.0
Andorra,2024-W09,0.0,0.0,4.0,0.0
Andorra,2024-W10,0.0,0.0,4.0,0.0
Andorra,2024-W11,0.0,0.0,4.0,0.0
Andorra,2024-W12,0.0,0.0,4.0,0.0
Andorra,2024-W13,0.0,0.0,4.0,0.0
Andorra,2024-W14,0.0,0.0,4.0,0.0
Andorra,2024-W15,0.0,0.0,4.0,0.0
Andorra,2024-W16,0.0,0.0,4.0,0.0
Andorra,2024-W17,0.0,0.0,4.0,0.0
Andorra,2024-W18,0.0,0.0,4.0,0.0
Andorra,2024-W19,0.0,0.0,4.0,0.0
Andorra,2024-W20,0.0,0.0,4.0,0.0
Andorra,2024-W21,0.0,0.0,4.0,0.0
Andorra,2024-W22,0.0,0.0,4.0,0.0
Andorra,2024-W23,0.0,0.0,4.0,0.0
Andorra,2024-W24,0.0,0.0,4.0,0.0
Andorra,2024-W25,0.0,0.0,4.0,0.0
Andorra,2024-W26,0.0,0.0,4.0,0.0
Andorra,2024-W27,0.0,0.0,4.0,0.0
Andorra,2024-W28,0.0,0.0,4.0,0.0
Andorra,2024-W29,0.0,0.0,4.0,0.0
Andorra,2024-W30,0.0,0.0,4.0,0.0
Andorra,2024-W31,0.0,0.0,4.0,0.0
Andorra,2024-W32,0.0,0.0,4.0,0.0
Andorra,2024-W33,0.0,0.0,4.0,0.0
Andorra,2024-W34,0.0,0.0,4.0,0.0
Andorra,2024-W35,0.0,0.0,4.0,0.0
Andorra,2024-W36,0.0,0.0,4.0,0.0
Andorra,2024-W37,0.0,0.0,4.0,0.0
Andorra,2024-W38,0.0,0.0,4.0,0.0
Andorra,2024-W39,0.0,0.0,4.0,0.0
Andorra,2024-W40,0.0,0.0,4.0,0.0
Andorra,2024-W41,0.0,0.0,4.0,0.0
Andorra,2024-W42,0.0,0.0,4.0,0.0
Andorra,2024-W43,0.0,0.0,4.0,0.0
Andorra,2024-W44,0.0,0.0,4.0,0.0
Andorra,2024-W45,0.0,0.0,4.0,0.0
Andorra,2024-W46,0.0,0.0,4.0,0.0
Andorra,2024-W47,0.0,0.0,4.0,0.0
Andorra,2024-W48,0.0,0.0,4.0,0.0
Andorra,2024-W49,0.0,0.0,4.0,0.0
Andorra,2024-W50,0.0,0.0,4.0,0.0
Andorra,2024-W51,0.0,0.0,4.0,0.0
Andorra,2024-W52,0.0,0.0,4.0,0.0
Andorra,2025-W01,0.0,0.0,4.0,0.0
Andorra,2025-W02,0.0,0.0,4.0,0.0
Andorra,2025-W03,0.0,0.0,4.0,0.0
Andorra,2025-W04,0.0,0.0,4.0,0.0
Andorra,2025-W05,0.0,0.0,4.0,0.0
Andorra,2025-W06,0.0,0.0,4.0,0.0
Andorra,2025-W07,0.0,0.0,4.0,0.0
Andorra,2025-W08,0.0,0.0,4.0,0.0
Andorra,2025-W09,0.0,0.0,4.0,0.0
Andorra,2025-W10,0.0,0.0,4.0,0.0
Andorra,2025-W11,0.0,0.0,4.0,0.0
Andorra,2025-W12,0.0,0.0,4.0,0.0
Andorra,2025-W13,0.0,0.0,4.0,0.0
Andorra,2025-W14,0.0,0.0,4.0,0.0
Andorra,2025-W15,0.0,0.0,4.0,0.0
Andorra,2025-W16,0.0,0.0,4.0,0.0
Andorra,2025-W17,0.0,0.0,4.0,0.0
Andorra,2025-W18,0.0,0.0,4.0,0.0
Andorra,2025-W19,0.0,0.0,4.0,0.0
Andorra,2025-W20,0.0,0.0,4.0,0.0
Andorra,2025-W21,0.0,0.0,4.0,0.0
Andorra,2025-W22,0.0,0.0,4.0,0.0
Andorra,2025-W23,0.0,0.0,4.0,0.0
Andorra,2025-W24,0.0,0.0,4.0,0.0
Andorra,2025-W25,0.0,0.0,4.0,0.0
Andorra,2025-W26,0.0,0.0,4.0,0.0
Andorra,2025-W27,0.0,0.0,4.0,0.0
Andorra,2025-W28,0.0,0.0,4.0,0.0
Andorra,2025-W29,0.0,0.0,4.0,0.0
Andorra,2025-W30,0.0,0.0,4.0,0.0
Andorra,2025-W31,0.0,0.0,4.0,0.0
Andorra,2025-W32,0.0,0.0,4.0,0.0
Andorra,2025-W33,0.0,0.0,4.0,0.0
Andorra,2025-W34,0.0,0.0,4.0,0.0
Andorra,2025-W35,0.0,0.0,4.0,0.0
Andorra,2025-W36,0.0,0.0,4.0,0.0
Andorra,2025-W37,0.0,0.0,4.0,0.0
Andorra,2025-W38,0.0,0.0,4.0,0.0
Andorra,2025-W39,0.0,0.0,4.0,0.0
Andorra,2025-W40,0.0,0.0,4.0,0.0
Andorra,2025-W41,0.0,0.0,4.0,0.0
Andorra,2025-W42,0.0,0.0,4.0,0.0
Andorra,2025-W43,0.0,0.0,4.0,0.0
Andorra,2025-W44,0.0,0.0,4.0,0.0
Andorra,2025-W45,0.0,0.0,4.0,0.0
Andorra,2025-W46,0.0,0.0,4.0,0.0
Andorra,2025-W47,0.0,0.0,4.0,0.0
Andorra,2025-W48,0.0,0.0,4.0,0.0
Andorra,2025-W49,0.0,0.0,4.0,0.0
Andorra,2025-W50,0.0,0.0,4.0,0.0
Andorra,2025-W51,0.0,0.0,4.0,0.0
Andorra,2025-W52,0.0,0.0,4.0,0.0
Angola,2024-W45,0.0,0.0,0.0,0.0
Angola,2024-W46,1.0,0.0,1.0,0.0
Angola,2024-W47,1.0,0.0,2.0,0.0
Angola,2024-W48,1.0,0.0,3.0,0.0
Angola,2024-W49,1.0,0.0,4.0,0.0
Angola,2024-W50,0.0,0.0,4.0,0.0
Angola,2024-W51,0.0,0.0,4.0,0.0
Angola,2024-W52,0.0,0.0,4.0,0.0
Angola,2025-W01,0.0,0.0,4.0,0.0
Angola,2025-W02,0.0,0.0,4.0,0.0
Angola,2025-W03,0.0,0.0,4.0,0.0
Angola,2025-W04,0.0,0.0,4.0,0.0
Angola,2025-W05,0.0,0.0,4.0,0.0
Angola,2025-W06,0.0,0.0,4.0,0.0
Angola,2025-W07,1.0,0.0,5.0,0.0
Angola,2025-W08,2.0,0.0,7.0,0.0
Angola,2025-W09,0.0,0.0,7.0,0.0
Angola,2025-W10,1.0,0.0,8.0,0.0
Angola,2025-W11,0.0,0.0,8.0,0.0
Angola,2025-W12,0.0,0.0,8.0,0.0
Angola,2025-W13,2.0,0.0,10.0,0.0
Angola,2025-W14,0.0,0.0,10.0,0.0
Angola,2025-W15,0.0,0.0,10.0,0.0
Angola,2025-W16,0.0,0.0,10.0,0.0
Angola,2025-W17,0.0,0.0,10.0,0.0
Angola,2025-W18,0.0,0.0,10.0,0.0
Angola,2025-W19,0.0,0.0,10.0,0.0
Angola,2025-W20,0.0,0.0,10.0,0.0
Angola,2025-W21,0.0,0.0,10.0,0.0
Angola,2025-W22,0.0,0.0,10.0,0.0
Angola,2025-W23,0.0,0.0,10.0,0.0
Angola,2025-W24,0.0,0.0,10.0,0.0
Angola,2025-W25,0.0,0.0,10.0,0.0
Angola,2025-W26,1.0,0.0,11.0,0.0
Angola,2025-W27,0.0,0.0,11.0,0.0
Angola,2025-W28,1.0,0.0,12.0,0.0
Angola,2025-W29,0.0,0.0,12.0,0.0
Angola,2025-W30,0.0,0.0,12.0,0.0
Angola,2025-W31,0.0,0.0,12.0,0.0
Angola,2025-W32,0.0,0.0,12.0,0.0
Angola,2025-W33,0.0,0.0,12.0,0.0
Angola,2025-W34,0.0,0.0,12.0,0.0
Angola,2025-W35,0.0,0.0,12.0,0.0
Argentina,2022-W21,2.0,0.0,2.0,0.0
Argentina,2022-W22,0.0,0.0,2.0,0.0
Argentina,2022-W23,1.0,0.0,3.0,0.0
Argentina,2022-W24,0.0,0.0,3.0,0.0
Argentina,2022-W25,1.0,0.0,4.0,0.0
Argentina,2022-W26,2.0,0.0,6.0,0.0
Argentina,2022-W27,4.0,0.0,10.0,0.0
Argentina,2022-W28,6.0,0.0,16.0,0.0
Argentina,2022-W29,8.0,0.0,24.0,0.0
Argentina,2022-W30,9.0,0.0,33.0,0.0
Argentina,2022-W31,15.0,0.0,48.0,0.0
Argentina,2022-W32,28.0,0.0,76.0,0.0
Argentina,2022-W33,47.0,0.0,123.0,0.0
Argentina,2022-W34,42.0,0.0,165.0,0.0
Argentina,2022-W35,46.0,1.0,211.0,1.0
Argentina,2022-W36,57.0,0.0,268.0,1.0
Argentina,2022-W37,60.0,0.0,328.0,1.0
Argentina,2022-W38,71.0,0.0,399.0,1.0
Argentina,2022-W39,84.0,0.0,483.0,1.0
Argentina,2022-W40,57.0,0.0,540.0,1.0
Argentina,2022-W41,93.0,0.0,633.0,1.0
Argentina,2022-W42,64.0,0.0,697.0,1.0
Argentina,2022-W43,69.0,1.0,766.0,2.0
Argentina,2022-W44,47.0,0.0,813.0,2.0
Argentina,2022-W45,64.0,0.0,877.0,2.0
Argentina,2022-W46,42.0,0.0,919.0,2.0
Argentina,2022-W47,25.0,0.0,944.0,2.0
Argentina,2022-W48,27.0,0.0,971.0,2.0
Argentina,2022-W49,20.0,0.0,991.0,2.0
Argentina,2022-W50,18.0,0.0,1009.0,2.0
Argentina,2022-W51,11.0,0.0,1020.0,2.0
Argentina,2022-W52,5.0,0.0,1025.0,2.0
Argentina,2023-W01,11.0,0.0,1036.0,2.0
Argentina,2023-W02,19.0,0.0,1055.0,2.0
Argentina,2023-W03,12.0,0.0,1067.0,2.0
Argentina,2023-W04,14.0,0.0,1081.0,2.0
Argentina,2023-W05,11.0,0.0,1092.0,2.0
Argentina,2023-W06,6.0,0.0,1098.0,2.0
Argentina,2023-W07,4.0,0.0,1102.0,2.0
Argentina,2023-W08,6.0,0.0,1108.0,2.0
Argentina,2023-W09,9.0,0.0,1117.0,2.0
Argentina,2023-W10,5.0,0.0,1122.0,2.0
Argentina,2023-W11,3.0,0.0,1125.0,2.0
Argentina,2023-W12,3.0,0.0,1128.0,2.0
Argentina,2023-W13,0.0,0.0,1128.0,2.0
Argentina,2023-W14,1.0,0.0,1129.0,2.0
Argentina,2023-W15,0.0,0.0,1129.0,2.0
Argentina,2023-W16,1.0,0.0,1130.0,2.0
Argentina,2023-W17,0.0,0.0,1130.0,2.0
Argentina,2023-W18,0.0,0.0,1130.0,2.0
Argentina,2023-W19,1.0,0.0,1131.0,2.0
Argentina,2023-W20,1.0,0.0,1132.0,2.0
Argentina,2023-W21,1.0,0.0,1133.0,2.0
Argentina,2023-W22,0.0,0.0,1133.0,2.0
Argentina,2023-W23,0.0,0.0,1133.0,2.0
Argentina,2023-W24,0.0,0.0,1133.0,2.0
Argentina,2023-W25,0.0,0.0,1133.0,2.0
Argentina,2023-W26,0.0,0.0,1133.0,2.0
Argentina,2023-W27,0.0,0.0,1133.0,2.0
Argentina,2023-W28,0.0,0.0,1133.0,2.0
Argentina,2023-W29,0.0,0.0,1133.0,2.0
Argentina,2023-W30,1.0,0.0,1134.0,2.0
Argentina,2023-W31,1.0,0.0,1135.0,2.0
Argentina,2023-W32,0.0,0.0,1135.0,2.0
Argentina,2023-W33,0.0,0.0,1135.0,2.0
Argentina,2023-W34,0.0,0.0,1135.0,2.0
Argentina,2023-W35,0.0,0.0,1135.0,2.0
Argentina,2023-W36,0.0,0.0,1135.0,2.0
Argentina,2023-W37,0.0,0.0,1135.0,2.0
Argentina,2023-W38,0.0,0.0,1135.0,2.0
Argentina,2023-W39,3.0,0.0,1138.0,2.0
Argentina,2023-W40,2.0,0.0,1140.0,2.0
